Industries,Year,Month,Province,Sales (Millions)
"Sporting goods, hobby, book and music stores",2017,3,Alberta,150.37
"Sporting goods, hobby, book and music stores",2017,4,Alberta,152.995
"Sporting goods, hobby, book and music stores",2017,5,Alberta,150.744
"Sporting goods, hobby, book and music stores",2017,6,Alberta,158.171
"Sporting goods, hobby, book and music stores",2017,7,Alberta,155.303
"Sporting goods, hobby, book and music stores",2017,8,Alberta,167.507
"Sporting goods, hobby, book and music stores",2017,9,Alberta,168.41
"Sporting goods, hobby, book and music stores",2017,10,Alberta,148.985
"Sporting goods, hobby, book and music stores",2017,11,Alberta,206.114
"Sporting goods, hobby, book and music stores",2017,12,Alberta,270.803
"Sporting goods, hobby, book and music stores",2018,1,Alberta,137.489
"Sporting goods, hobby, book and music stores",2018,2,Alberta,105.09
"Sporting goods, hobby, book and music stores",2018,3,Alberta,138.186
"Sporting goods, hobby, book and music stores",2018,4,Alberta,131.025
"Sporting goods, hobby, book and music stores",2018,5,Alberta,149.28
"Sporting goods, hobby, book and music stores",2018,6,Alberta,146.189
"Sporting goods, hobby, book and music stores",2018,7,Alberta,147.946
"Sporting goods, hobby, book and music stores",2018,8,Alberta,159.495
"Sporting goods, hobby, book and music stores",2018,9,Alberta,160.736
"Sporting goods, hobby, book and music stores",2018,10,Alberta,132.261
"Sporting goods, hobby, book and music stores",2018,11,Alberta,184.477
"Sporting goods, hobby, book and music stores",2018,12,Alberta,260.504
"Sporting goods, hobby, book and music stores",2019,1,Alberta,133.071
"Sporting goods, hobby, book and music stores",2019,2,Alberta,98.513
"Sporting goods, hobby, book and music stores",2019,3,Alberta,125.868
"Sporting goods, hobby, book and music stores",2019,4,Alberta,129.122
"Sporting goods, hobby, book and music stores",2019,5,Alberta,131.323
"Sporting goods, hobby, book and music stores",2019,6,Alberta,136.602
"Sporting goods, hobby, book and music stores",2019,8,Alberta,161.202
"Sporting goods, hobby, book and music stores",2019,9,Alberta,143.893
"Sporting goods, hobby, book and music stores",2019,10,Alberta,126.551
"Sporting goods, hobby, book and music stores",2019,11,Alberta,154.72
"Sporting goods, hobby, book and music stores",2019,12,Alberta,225.789
"Sporting goods, hobby, book and music stores",2022,2,Alberta,118.898
"Sporting goods, hobby, book and music stores",2022,3,Alberta,151.297
"Sporting goods, hobby, book and music stores",2022,4,Alberta,153.082
"Sporting goods, hobby, book and music stores",2022,5,Alberta,161.621
"Sporting goods, hobby, book and music stores",2022,7,Alberta,152.607
"Sporting goods, hobby, book and music stores",2022,8,Alberta,182.85
"Sporting goods, hobby, book and music stores",2022,9,Alberta,166.548
"Sporting goods, hobby, book and music stores",2022,11,Alberta,190.936
"Sporting goods, hobby, book and music stores",2022,12,Alberta,267.312
Food and beverage store,2013,1,Alberta,816.523
Food and beverage store,2013,2,Alberta,757.373
Food and beverage store,2013,3,Alberta,868.257
Food and beverage store,2013,4,Alberta,809.981
Food and beverage store,2013,5,Alberta,918.21
Food and beverage store,2013,6,Alberta,881.542
Food and beverage store,2013,7,Alberta,833.124
Food and beverage store,2013,8,Alberta,903.187
Food and beverage store,2013,10,Alberta,884.397
Food and beverage store,2013,11,Alberta,883.359
Food and beverage store,2014,1,Alberta,858.937
Food and beverage store,2014,2,Alberta,792.85
Food and beverage store,2014,3,Alberta,884.671
Food and beverage store,2014,4,Alberta,880.229
Food and beverage store,2014,5,Alberta,935.447
Food and beverage store,2014,6,Alberta,885.371
Food and beverage store,2014,7,Alberta,898.703
Food and beverage store,2014,8,Alberta,924.012
Food and beverage store,2014,9,Alberta,888.567
Food and beverage store,2014,10,Alberta,958.01
Food and beverage store,2014,11,Alberta,916.366
Food and beverage store,2014,12,Alberta,984.495
Food and beverage store,2015,1,Alberta,899.623
Food and beverage store,2015,2,Alberta,799.506
Food and beverage store,2015,3,Alberta,861.912
Food and beverage store,2015,4,Alberta,874.835
Food and beverage store,2015,5,Alberta,959.754
Food and beverage store,2015,6,Alberta,900.594
Food and beverage store,2015,7,Alberta,911.669
Food and beverage store,2015,8,Alberta,885.859
Food and beverage store,2015,9,Alberta,855.238
Food and beverage store,2015,10,Alberta,912.994
Food and beverage store,2015,11,Alberta,837.656
Food and beverage store,2016,1,Alberta,870.177
Food and beverage store,2016,2,Alberta,795.917
Food and beverage store,2016,11,Alberta,838.502
Food and beverage store,2016,12,Alberta,984.575
Food and beverage store,2017,1,Alberta,810.193
Food and beverage store,2017,2,Alberta,788.13
Food and beverage store,2017,3,Alberta,868.024
Food and beverage store,2017,4,Alberta,850.814
Food and beverage store,2017,5,Alberta,892.365
Food and beverage store,2017,6,Alberta,909.079
Food and beverage store,2017,7,Alberta,894.71
Food and beverage store,2017,8,Alberta,885.781
Food and beverage store,2017,9,Alberta,895.528
Food and beverage store,2017,10,Alberta,876.209
